  {{ 48,194, 69,181,235,172,  3, 15,214,210,156, 82,185,134, 86, 73},{0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1}},
  {{ 36,137, 57, 95, 68,165, 95, 99, 90,188,126,179,163,243,162, 15},{0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1}},
  {{180, 91,175,163, 98, 10,163, 80,249, 18, 13,210, 92,250,225, 12},{0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0}},
  {{105,130, 54, 80,158,186,213,253,  0, 27, 83,129,253,123, 77,125},{0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1}},
  {{ 91,201,162, 66,219,242, 17,158, 22,191,119,169,164,200,191, 57},{0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0}},
  {{116, 78,110,223,141, 39, 47,158,130,186,177,102, 82,187, 49,207},{0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1}},
  {{ 83,227,163,150,205,255,100,125, 80, 74,179,199,155,241, 14,134},{0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0}},
  {{107, 63, 57,200, 36,  4, 75, 99,241, 78, 63,123,  7, 85, 67, 13},{0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0}},
  {{196,134,180,  9,209,242, 37,145, 27,244, 12,140,110,242, 12,146},{0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1}},
  {{167,249, 50,123,106,221,252,153,254, 47,207,100, 68,167,136,222},{1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1}},
  {{237,156,254,167,116, 47,106,130,216,180, 38,164,219,165,127,102},{0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0}},
  {{ 85,116,137, 78, 30,167,149,101,149, 47,140,250,109,192,166,126},{1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0}},
  {{165,154,136,209,221,231,147, 12, 66, 78,205, 46,250, 70, 34,142},{1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1}},
  {{ 42, 77, 71,205,230, 29,  6,218, 71,158,  0, 67,223, 34,139,  5},{0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1}},
  {{ 16, 11,141, 86,182,105,197,136,202,100, 54, 83,117,112,114, 28},{0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1}},
  {{237,155,164,244, 50,173,236,202,170,210,226, 25,236, 13,  8,210},{1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1}},
  {{ 75, 35, 48, 81, 38, 99,125,227, 27,138, 55, 51,133,122, 52,169},{0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0}},
  {{ 87, 86,227,116,134,241,150,153, 39,177,150,158, 75,219,132,199},{1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0}},
  {{251, 78,226,239, 18,216,116, 14, 96, 89, 47,162, 16, 27,238, 91},{0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1}},
  {{120, 28, 51, 92,  7, 89,195,184,198, 14,254, 84, 62,192,  8,105},{0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1}},
  {{166,154,190,193,110,179, 86,  6, 77,204,255,206, 14,163,193, 96},{0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1}},
  {{143, 39, 89, 34,210,231,253,182,152,185,  5,232, 43, 92, 50,144},{1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0}},
  {{180, 67, 32, 34,152, 61, 96,152,145, 92,150, 43,150,  4, 66,191},{1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0}},
  {{ 78, 81,203,162,243,160, 34,199, 19,222,145, 27, 15,248,162,  4},{0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1}},
  {{238,221,141,236,144,105, 95,107, 94,218, 62, 61, 61,104, 39,172},{1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1}},
  {{  9,191,193,126, 49, 47,173, 77, 40, 98,205, 64,184,164,172, 65},{1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1}},
  {{  1, 97, 71,230,235,254,229,217,179, 24,115,183, 48,180, 27,227},{1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1}},
  {{ 23,178,224, 62,178,211,102, 63, 93,230,251,255,152, 83, 85, 56},{0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1}},
  {{ 94, 32,220,129,180, 93, 98,  9, 92,  9,202,110, 70, 81,204,253},{0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0}},
  {{ 78, 51, 21, 54,188, 49, 24,254, 16,248,139, 73,237,208, 74, 69},{0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1}},
  {{156, 97, 96,247, 16,124, 31,246,155, 82, 88, 43, 45, 68,247,  5},{0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0}},
  {{131, 42, 49,  1, 86,121,247,213,164,194, 81,227,197,130, 49,241},{0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1}},
  {{219,182, 74, 12,225,193, 79,211, 85,  7,190,248, 78, 41, 91,111},{0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0}},
  {{ 98, 33,252, 23,239,140,116, 31,201,186,165, 72,216, 60,123, 67},{0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0}},
  {{255,205,252, 82, 33,124, 76,167,143,122, 62,101,183,  3, 15,240},{0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1}},
  {{193,229,233,113,246,125,  2, 30,242,164, 21,179, 74, 19, 19,109},{0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0}},
  {{ 43,178,  0,105,217,166,101, 66,151,164, 84,228,174, 22,250, 85},{0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0}},
  {{246,  6,179, 94, 57,222,114, 67,181,192,111, 25,172,111, 11,  7},{1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0}},
  {{ 14, 91, 42,212, 44, 92, 37,170,137,107,140,241,230,236,207,212},{1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0}},
  {{ 98, 84,110,114,171, 21,116, 82,181, 20, 37,140, 61,191,103, 54},{0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1}},
  {{239,246, 66,184,194, 77,184,245,244, 82,107, 56,142, 27,238,172},{0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0}},
  {{125, 73, 34,208, 28, 32,189,247,249,199,233,200, 19, 10,203,123},{0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1}},
  {{110, 16, 40,188, 50,242,112, 22, 57,212, 89,181,118,203,160,104},{1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1}},
  {{  1, 90,195,196, 75,  7,144,173,173, 31,206,185, 64,185,142,155},{0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0}},
  {{ 43,161, 25,216,230,199,  4, 58, 93,112, 11, 84,218,255, 63,198},{1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0}},
  {{170,118,162, 62, 46,233,202, 16, 57, 24,242,173,192,159,214, 55},{1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1}},
  {{225,117,  5,143,187,103, 59,182, 11, 50,228, 61,177,167,127, 14},{1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1}},
  {{ 63,254,103, 27,229,171,103,122,194,209, 72,112, 76, 20, 71, 81},{1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0}},
  {{250, 15,110,235,106, 73,253, 42, 46,243,165, 77,183, 13,124,228},{0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0}},
  {{ 30, 32,177,210,  8,179,169,177,100,  7,105, 88,133,142,243,194},{1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1}},
  {{240,177, 87,155, 59,215,200, 69,190, 61, 28, 52, 79,109,209,227},{1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0}},
  {{  7,191, 82,153,220, 78,169, 63,123,163,168,210, 50, 63,180, 14},{0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0}},
  {{ 17,195, 42,100,106,146, 63, 29,112, 50,154,216,153, 15,200, 69},{0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0}},
  {{102,208,  3, 12, 77,247,191, 95,225,217, 51,204,199, 22,155,137},{0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0}},
  {{101, 83,156, 61, 96,133,150,251, 41, 76,253,207,232, 54, 42, 75},{0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0}},
  {{248,190, 77,174, 83,184, 61, 56,177, 43, 24,206,247, 30,247,189},{1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1}},
  {{118, 33,240, 55, 30, 57, 45,  6,132,  9, 85,129,226,131,106,240},{1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0}},
  {{201,174,105, 30,133,142,131,104,158,251,194, 73,237, 30,185, 89},{1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0}},
  {{120, 38,176,192,148,186, 95, 40,137,223,176,  4, 84,136,237, 12},{0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0}},
  {{139,235, 37,198,131,106,164,225,114,228,210,100, 67,210,158,  6},{1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1}},
  {{ 80, 32, 62,121,124,103,252,228, 59,120,169,121,170,121, 45,124},{1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0}},
  {{144,192,182,108,160,192,223, 43,219, 52,  0, 27, 18, 18,117,102},{1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1}},
  {{108,128, 45, 80,  1,148,234, 56,  8, 65, 97,103,157, 40,186, 90},{0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1}},
  {{174,253, 99, 79,159,100, 73,161, 60,171,155, 15, 33, 84,190,239},{0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1}},
  {{194,248,194,191,221,172, 64,202,  8,107,170,199,164,200,184, 31},{0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1}},
  {{ 77,214, 74, 83,161, 65, 37,138,230,248,173,194,122,185,232,138},{0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0}},
  {{163,192, 23,238,178,163,127,127, 64, 25,252,231,224, 72, 40,243},{0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1}},
  {{202,241,124,159,242,251,154, 26,190,123,102, 37,138,158, 85,119},{0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0}},
  {{160, 20,207,119, 70,165,255,250,207, 53, 43,210, 11,217, 97, 80},{1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1}},
  {{123,161, 81,236,124,253,169, 44, 23,140,212,157,195, 41,201, 22},{1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0}},
  {{177,197,139,211, 83, 63,246,126, 58, 93,158, 78,105, 77,194,221},{1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0}},
  {{ 57,129,  9, 60,220,168,202,154,144,253, 62, 46,185,205,190,155},{0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1}},
  {{194,115, 69, 45,198,195, 89, 38,209,212, 36, 16, 59, 98, 43,130},{1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0}},
  {{ 39,154, 56,138, 87,202,168,176, 52,249,131,169,225, 12,135, 57},{1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1}},
  {{153,110,227,158,  1, 65,205,  0, 36, 43, 77,227,201, 85, 31,120},{0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0}},
  {{242,100, 56,115,209,236,248,160, 50, 23, 28,160,220,110,142,245},{1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0}},
  {{ 80,162, 88,164,224, 23,199,129, 88, 37,240,103,232,110,246, 70},{0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1}},
  {{ 66,201,127,128,  1,184, 71,119,137,184, 53, 16, 97, 96,220,198},{1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1}},
  {{193,198, 92, 41,255,144,100, 57, 60,183, 54, 43,252, 99,194,248},{0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1}},
  {{  5,157,151,139, 26,121,235, 96,154,224,182, 96,159,246,149,249},{1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0}},
  {{144,220,171, 47,208,129,161,124,108,110,146, 69,198,159,130, 31},{1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0}},
  {{ 65,226,177, 96,205,233,141,118,175,192, 44, 38,238, 56,145,236},{0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0}},
  {{255,179,183, 99,194,137,219,212,183,230,125, 40, 52,168,150,156},{0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1}},
  {{160,184,130, 24,208,131, 29, 34,100,128,219, 17,174, 96,196, 20},{1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0}},
  {{188, 97, 16,118, 31, 11,141, 11,206,  7,155, 42,106,172, 91, 63},{0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0}},
  {{171, 72, 90,252, 70, 17, 24,238,180, 51, 53, 27, 30,177, 48,108},{0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0}},
  {{176,101,167,167, 57, 45, 40,219,  6,191, 82, 93,  8, 77,214, 77},{0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1}},
  {{147, 20,206,184, 49,178, 18,170,172,172,170,162,215,131, 40, 26},{0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0}},
  {{195,245,251,234,115,170, 71,184,103,162,198,146,124,149,225,110},{1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1}},
  {{ 82, 11, 66,150,  2,158,222,184,112,  2, 10,189, 62,115,214,232},{1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1}},
  {{ 37, 98,209, 23,237, 16, 46,183,  9, 50, 48, 13, 43,128,121, 68},{0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0}},
  {{ 26, 49,235,186,216,142, 97,206,140, 26,152, 12, 42, 71, 86,102},{1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0}},
  {{ 70,172, 72, 96,162,153,216,  9, 84,138, 80,102,215, 12,187,120},{1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0}},
  {{ 27,213,107, 42,245, 37,231, 49,174,125, 73,100,145,128,126,243},{0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1}},
  {{ 43, 94,235,195,251, 18, 81,207,131,201,181,111, 71, 52,103,166},{0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1}},
  {{216,197,205,132,133, 59,205,142, 61,253, 61,196,117,178,158, 81},{0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0}},
  {{215,168,149, 21, 58, 83, 14,118, 73, 31, 81,223,232,241,237, 42},{1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1}},
  {{115,135, 60,250,138,215, 31,168,101, 48, 68,225,214, 71,215,243},{0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1}},
  {{206, 44, 25,181,202, 15, 35, 88, 33,254,133,108, 87, 20,254,138},{1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0}},
  {{158,254, 83, 35,100,234, 93, 62,136,169,101,200,166, 11,204, 66},{1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1}},
